Date (month/day/year),Time,1,2,3,4,5,6,7,8,9,10,11
7/16/2012,12:30:00,2.510731917,4.283308201,1.750512649,0.141592318,1.341961765,6.075292751,0.397608131,0.118905316,0.02756064,2.390402975,1.053958466
7/16/2012,13:00:00,1.095748981,3.671407029,1.842644894,0.281245015,1.115821867,3.882705894,0.488983913,0.091380937,0.084801969,0.946599578,0.810737281
7/16/2012,13:30:00,0.440025181,3.103213084,2.717901218,0.17068663,1.38659464,4.750604858,0.490218721,0.312676942,0.067841576,0.817517817,1.767407273
7/16/2012,14:00:00,1.043981313,3.846235936,2.579702851,0.568308893,0.815293844,2.318203813,0.522323725,0.142025794,0.33284773,0.817517817,0.875596264
7/16/2012,14:30:00,0.457281071,3.933650389,2.395438362,1.103644233,1.303279941,1.575921804,0.388964476,0.123309217,0.063601477,0.831860235,0.826952027
7/16/2012,15:00:00,3.546085285,3.846235936,2.564347477,0.353010985,1.33303519,0.879318688,0.411191018,0.128814092,0.269246253,0.674093639,0.672911943
7/16/2012,15:30:00,3.24410722,3.190627537,2.68719047,0.261848807,2.553000432,1.404625956,0.342041778,0.146429695,0.053001231,0.764928952,0.867488891
7/16/2012,16:00:00,1.000841589,3.146920311,5.11333958,0.51205989,2.660119331,1.073453982,0.329693699,0.121107266,0.08268192,0.568915908,0.794522536
7/16/2012,16:30:00,0.517676684,3.889943162,4.621967608,1.832941652,1.160454742,3.334559179,0.32351966,0.84444794,2.342654406,0.626285579,1.848481001
7/16/2012,17:00:00,1.975799344,3.715114256,4.913719716,2.100609322,1.133675017,0.593825607,0.643334896,0.564800252,1.556116139,3.700343805,0.883703637
7/16/2012,17:30:00,1.872264007,3.977357615,4.391636996,0.839855805,1.895409411,1.381786509,0.948332438,0.166247248,2.397775686,4.044561833,0.948562619
7/16/2012,18:00:00,4.313972367,3.27804199,4.345570874,0.548912685,3.136203328,0.924997581,1.333592491,0.930324001,2.141249728,3.470865119,1.159354312
7/16/2012,18:30:00,1.501262384,4.152186521,4.3302155,0.506241028,2.594657781,8.850285493,2.03249374,1.815508021,2.009806676,0.913133936,0.997206856
7/16/2012,19:00:00,2.614267254,5.944182809,2.272595369,0.279305395,4.079444746,13.18978032,2.335021666,1.583202265,1.500994859,1.233447935,0.899918382
7/16/2012,19:30:00,2.450336304,6.774620114,1.919421764,0.238573358,5.608864585,14.08051873,1.689217155,1.539163259,1.821122294,1.878856738,0.964777365
7/16/2012,20:00:00,2.027567012,6.905741793,1.980843261,0.356890226,4.391874869,16.71847479,1.190354779,1.529254483,1.420432988,1.051777309,0.859381518
7/16/2012,20:30:00,4.305344422,5.81306113,2.057620131,0.29288274,5.671350609,14.50304849,0.901409739,1.520446681,0.38796901,0.884449101,2.780828875
7/16/2012,21:00:00,2.001683178,5.81306113,1.750512649,0.349131743,4.612063717,14.95983741,0.985376674,1.517143756,0.256525958,0.960941996,0.729663553
7/16/2012,21:30:00,3.684132401,3.190627537,1.474115915,0.250211083,3.523021575,7.651214555,0.977967826,1.503932054,0.489731374,1.15695504,0.8350594
7/16/2012,22:00:00,1.29419171,4.589258787,1.56624816,0.397622263,1.904335986,1.416045679,0.839669346,0.673796791,0.135683151,0.894010713,0.883703637
7/16/2012,22:30:00,1.682449223,5.288574411,1.520182037,0.607101309,1.880531787,0.799380625,0.759406835,0.017615602,0.089042068,0.674093639,2.051165321
7/16/2012,23:00:00,7.808289984,4.239600974,1.535537411,0.294822361,1.606783488,1.02777509,0.237083109,0.03853413,0.042400985,0.760148146,1.313394396
7/16/2012,23:30:00,1.052609257,4.54555156,1.520182037,0.211418667,1.773412887,0.970676473,0.145707328,0.012110727,0.05512128,0.73146331,0.445905505
7/17/2012,00:00:00,10.46569696,1.748289062,1.535537411,0.166807388,1.577028239,1.690119036,0.156820598,0.012110727,0.08268192,0.645408803,0.445905505
7/17/2012,00:30:00,0.845538584,5.375988864,1.320562174,0.12219611,1.297328891,3.871286171,0.116071939,0.037433155,0.05512128,0.521107848,0.535086606
7/17/2012,01:00:00,0.63846791,3.977357615,1.38198367,0.228875254,0.833146994,0.6395045,0.169168677,0.012110727,0.014840345,0.540231072,0.567516097
7/17/2012,01:30:00,2.484848083,4.458137107,1.351272922,0.133833835,0.970021143,0.833639795,0.111132708,0.012110727,0.076321773,0.535450266,0.405368641
7/17/2012,02:00:00,1.207912263,5.244867185,1.443405167,0.221116771,1.059286892,0.593825607,0.158055406,0.039635105,0.014840345,0.659751221,0.535086606
7/17/2012,02:30:00,0.767887081,4.327015427,1.489471289,0.129954593,1.225916291,0.856479241,0.118541555,0.012110727,0.106002462,0.454176565,0.543193978
7/17/2012,03:00:00,1.345959378,3.933650389,1.489471289,0.166807388,1.103919767,0.445369205,0.142002904,0.012110727,0.016960394,0.60238155,0.543193978
7/17/2012,03:30:00,6.238004042,5.507110544,1.38198367,0.149350801,1.047384793,1.004935643,0.132124441,0.028625354,0.08268192,0.540231072,0.421583386
7/17/2012,04:00:00,8.015360657,5.332281638,1.504826663,0.112498006,0.731979145,0.879318688,0.124715594,0.023120478,0.014840345,0.568915908,0.494549742
7/17/2012,04:30:00,0.465909016,3.40916367,1.56624816,0.207539425,1.115821867,0.924997581,0.149411751,0.012110727,0.093282166,0.482861401,0.526979233
7/17/2012,05:00:00,1.397727047,4.152186521,2.303306117,0.14547156,1.100944242,4.29381593,0.107428284,0.012110727,0.016960394,0.545011878,0.526979233
7/17/2012,05:30:00,5.513256685,4.501844334,2.195818498,0.360769468,1.240793916,1.690119036,0.164229446,0.035231205,0.080561871,0.635847191,0.502657114
7/17/2012,06:00:00,0.888678308,3.321749217,1.704446527,1.739839854,1.178307892,5.138875448,0.09261059,0.018716578,0.014840345,0.497203819,0.405368641
7/17/2012,06:30:00,2.553871641,4.152186521,1.735157275,0.31809781,1.035482693,2.066969902,0.198804066,0.012110727,0.49821157,0.616723967,0.535086606
7/17/2012,07:00:00,0.931818031,5.026331052,1.627669656,0.254090324,2.353640258,1.301848447,0.155585791,0.013211702,0.49821157,0.568915908,0.599945588
7/17/2012,07:30:00,1.173400484,4.152186521,1.56624816,0.176505492,4.246074145,0.708022839,1.985571041,0.082573136,0.182324234,0.645408803,0.543193978
7/17/2012,08:00:00,1.76872867,3.583992576,1.458760541,0.186203596,3.698577549,3.323139456,1.826280827,0.012110727,0.296806893,0.559354296,0.397261268
7/17/2012,08:30:00,3.796295683,5.201159958,1.658380404,0.141592318,2.895185804,1.221910384,1.428672696,0.012110727,0.159003693,0.798394594,3.551029292
7/17/2012,09:00:00,3.356270501,5.375988864,1.596958908,0.188143217,3.698577549,2.478079938,1.685512731,0.012110727,0.086922019,0.764928952,3.064586923
7/17/2012,09:30:00,0.569444352,36.71407029,1.38198367,0.242452599,1.954919911,0.628084777,3.393252004,0.039635105,0.078441822,0.654970415,1.718763036
7/17/2012,10:00:00,1.104376926,44.53766384,1.673735778,0.151290422,2.606559881,0.947837027,3.44758355,0.015413652,0.023320542,0.721901698,3.623995647
7/17/2012,10:30:00,1.406354992,4.720380466,1.673735778,0.221116771,1.449080665,0.593825607,3.529080868,0.012110727,0.358288321,0.645408803,1.848481001
7/17/2012,11:00:00,2.683290812,4.938916599,1.581603534,0.131894214,1.806143662,0.799380625,3.404365274,0.012110727,0.216245022,0.73146331,0.802629908
7/17/2012,11:30:00,3.166455717,6.031597263,2.871454959,0.205599804,2.255447934,0.662343947,1.628711569,0.012110727,0.173844037,0.611943162,0.535086606
7/17/2012,12:00:00,1.035353368,4.501844334,1.673735778,0.17068663,1.478835914,0.856479241,1.063169569,0.044039006,0.076321773,0.788832982,0.535086606
7/17/2012,12:30:00,0.509048739,5.157452732,1.719801901,0.230814875,1.758535262,4.773444305,1.029829757,0.012110727,0.252285859,0.760148146,0.389153895
7/17/2012,13:00:00,0.871422418,5.725646677,2.472215232,0.184263976,2.100720635,2.283944643,0.765580874,0.012110727,0.182324234,0.812737011,0.535086606
7/17/2012,13:30:00,0.586700242,5.550817771,2.595058225,0.21917715,0.987874293,1.507403465,0.869304735,0.012110727,0.029680689,0.693216863,0.543193978
7/17/2012,14:00:00,2.924873265,8.348080269,4.483769241,0.199780942,2.413150758,1.724378206,0.69890125,0.045139981,0.260766056,0.60238155,2.034950576
7/17/2012,14:30:00,0.647095855,5.026331052,3.193917816,0.506241028,3.145129902,1.59876125,0.759406835,0.758571878,0.125082905,0.717120892,2.91054684
7/17/2012,15:00:00,0.750631192,5.244867185,3.178562441,1.41398356,3.781892248,1.63302042,0.6754399,0.570305127,0.483371226,0.884449101,2.707862519
7/17/2012,15:30:00,0.698863523,5.419696091,4.59125686,1.41398356,2.788066905,1.781476822,0.717423368,0.107895565,0.209884874,0.970503608,0.689126689
7/17/2012,16:00:00,1.432238826,5.769353903,4.698744479,0.467448612,1.312206516,1.98703184,0.69890125,0.22459893,0.152643545,0.865325877,0.559408724
7/17/2012,16:30:00,1.354587323,4.807794919,4.376281622,0.461629749,1.716877913,2.535178554,0.817442804,0.102390689,0.449450438,1.027873279,0.478334996
7/17/2012,17:00:00,12.51051986,4.67667324,4.3302155,0.455810887,0.919437218,3.928384787,0.603821044,0.07266436,1.961045543,0.951380384,0.510764487
7/17/2012,17:30:00,15.35774163,5.113745505,4.468413867,0.612920171,2.654168281,0.99351592,0.689022787,0.102390689,1.717239881,0.57847752,1.783622019
7/17/2012,18:00:00,8.455385839,18.92522909,5.650777674,1.258813896,4.484116143,12.77867028,2.260933195,0.873073293,1.696039389,0.650189609,1.045851093
7/17/2012,18:30:00,2.674662867,47.99053474,4.821587472,1.489628771,2.829724255,14.95983741,2.719046911,1.294746776,1.403472594,0.482861401,1.135032194
7/17/2012,19:00:00,4.141413472,5.507110544,5.236182573,1.472172184,4.002081096,13.88638343,2.399231675,1.721925134,0.228965318,0.669312833,1.086387957
7/17/2012,19:30:00,2.691918757,6.293840622,3.746711284,0.872829358,3.636091524,14.62866544,1.379280381,2.314249764,0.129323003,0.535450266,1.062065838
7/17/2012,20:00:00,2.053450847,7.342814059,3.73135591,0.954293431,3.055864153,13.97774122,1.215050936,1.529254483,0.114482659,0.626285579,4.321229709
7/17/2012,20:30:00,2.338173023,7.648764644,3.746711284,0.867010496,3.255224327,14.50304849,1.181711124,1.497326203,0.169603939,0.525888654,1.110710075
7/17/2012,21:00:00,1.811868394,5.725646677,1.596958908,0.680806899,3.820574073,15.70211942,1.179241508,1.520446681,0.127202954,0.999188443,1.126924821
7/17/2012,21:30:00,4.227692919,5.026331052,2.380082988,0.513999511,3.171909627,15.02835575,0.572950848,1.500629129,0.16536384,1.099585368,1.110710075
7/17/2012,22:00:00,3.183711607,5.594524997,2.518281355,0.543093823,3.853304847,13.61231007,0.816207997,0.33359547,0.048761132,1.023092473,2.213312778
7/17/2012,22:30:00,1.734216891,5.594524997,2.026909383,0.508180648,3.514095,13.90922288,0.14447252,0.018716578,0.023320542,0.922695548,0.559408724
7/17/2012,23:00:00,6.194864319,5.157452732,1.550892785,0.160988526,1.749608687,13.46385367,0.286475424,0.026423404,0.076321773,0.631066385,0.551301351
7/17/2012,23:30:00,7.558079586,28.06003944,1.612314282,0.188143217,1.684147138,14.14903707,0.223500223,0.024221453,0.014840345,0.774490564,0.526979233
7/18/2012,00:00:00,8.455385839,47.94682751,1.489471289,0.314218569,1.853752062,1.164811768,0.140768096,0.012110727,0.086922019,0.659751221,0.851274145
7/18/2012,00:30:00,8.558921176,2.1416541,1.366628296,0.162928147,1.080115567,1.119132875,0.151881367,0.037433155,0.029680689,0.784052176,0.454012877
7/18/2012,01:00:00,5.038719724,2.840969725,1.397339044,0.151290422,1.752584212,0.924997581,0.132124441,0.012110727,0.040280935,0.521107848,0.535086606
7/18/2012,01:30:00,5.565024353,2.360190233,1.38198367,0.172626251,1.770437362,0.879318688,0.153116175,0.012110727,0.097522265,0.506765431,0.526979233
7/18/2012,02:00:00,5.038719724,1.529752929,1.443405167,0.14547156,1.681171613,0.947837027,0.225969839,0.03853413,0.016960394,0.568915908,0.486442369
7/18/2012,02:30:00,5.841118585,1.966825194,1.550892785,0.209479046,1.237818391,0.60524533,0.197569258,0.012110727,0.091162117,0.501984625,0.413476013
7/18/2012,03:00:00,1.009469534,2.360190233,1.612314282,0.129954593,1.282451266,1.107713152,0.138298481,0.012110727,0.016960394,0.659751221,0.535086606
7/18/2012,03:30:00,6.505470329,2.40389746,2.595058225,0.17068663,1.541321939,0.582405884,0.153116175,0.017615602,0.089042068,0.559354296,0.535086606
7/18/2012,04:00:00,5.720327358,1.573460155,2.395438362,0.162928147,1.481811439,1.427465402,0.118541555,0.033029254,0.016960394,0.611943162,0.51887186
7/18/2012,04:30:00,0.724747358,1.529752929,1.458760541,0.21917715,1.133675017,0.67376367,0.155585791,0.012110727,0.078441822,0.525888654,0.389153895
7/18/2012,05:00:00,3.330386667,34.52870897,1.56624816,0.482965578,1.208063141,1.004935643,0.112367515,0.012110727,0.031800739,0.597600744,0.526979233
7/18/2012,05:30:00,5.694443524,43.79464099,1.520182037,0.14741118,1.853752062,0.833639795,0.159290214,0.040736081,0.067841576,0.487642207,0.526979233
7/18/2012,06:00:00,7.868685597,40.95367127,1.56624816,0.124135731,1.133675017,0.685183393,0.104958668,0.012110727,0.05512128,0.55457349,0.526979233
7/18/2012,06:30:00,6.272515821,72.42287438,1.520182037,0.172626251,1.118797392,1.507403465,0.165464253,0.012110727,0.040280935,0.430272535,0.372939149
7/18/2012,07:00:00,2.60563931,15.25382206,1.320562174,0.14741118,1.687122663,0.742282009,0.337102546,0.031928279,0.413409601,0.535450266,0.526979233
7/18/2012,07:30:00,1.518518273,5.157452732,1.612314282,0.114437627,2.823773205,3.277460563,1.718852543,0.064957534,0.16748389,0.540231072,0.526979233
7/18/2012,08:00:00,2.329545078,2.884676952,1.612314282,0.211418667,3.148105427,2.238265751,1.070578416,0.012110727,0.224725219,0.468518983,0.583730842
7/18/2012,08:30:00,1.320075544,2.185361327,1.596958908,0.128014973,0.440377697,2.672215233,0.481575066,0.022019503,0.101762363,0.611943162,5.399510293
7/18/2012,09:00:00,3.977482522,2.797262499,1.520182037,0.139652697,0.601056046,2.91202942,0.104958668,0.028625354,0.023320542,0.478080595,1.897125238
7/18/2012,09:30:00,3.330386667,2.054239647,1.520182037,0.21917715,0.526667921,2.409561599,0.553193922,0.011009751,0.05512128,0.712340086,1.313394396
7/18/2012,10:00:00,1.397727047,2.229068554,1.689091152,0.159048905,0.431451122,1.564502081,0.65815259,0.012110727,0.044521034,0.855764265,1.370146005
7/18/2012,10:30:00,0.672979689,3.758821482,3.239983938,0.226935633,0.987874293,1.518823188,1.110092268,0.040736081,0.021200492,2.256540408,3.396989208
7/18/2012,11:00:00,2.122474404,2.360190233,2.472215232,0.323916673,1.160454742,1.553082358,2.374535518,0.011009751,0.076321773,1.592008381,1.775514646
7/18/2012,11:30:00,1.276935821,2.010532421,2.303306117,0.230814875,1.065237942,1.393206232,1.694156386,0.011009751,0.197164579,1.673282082,3.842894713
7/18/2012,12:00:00,2.476220139,2.972091405,2.42614911,0.135773456,0.856951194,1.678699313,0.246961572,0.023120478,0.065721526,0.73146331,1.994413712
7/18/2012,12:30:00,1.276935821,2.972091405,2.533636729,0.221116771,0.69924837,5.310171296,0.46799218,0.095784838,0.014840345,0.564135102,1.637689308
7/18/2012,13:00:00,1.018097479,2.797262499,2.272595369,0.223056391,0.630811295,0.730862286,0.432182752,0.051745832,0.08268192,0.697997669,1.524186089
7/18/2012,13:30:00,0.457281071,2.1416541,2.303306117,0.223056391,3.040986528,1.164811768,0.208682529,0.011009751,0.016960394,0.674093639,0.802629908
7/18/2012,14:00:00,1.052609257,2.229068554,2.456859858,0.188143217,2.442906008,0.799380625,0.183986371,0.012110727,0.05512128,0.645408803,0.867488891
7/18/2012,14:30:00,0.431397237,2.840969725,2.548992103,0.384044918,3.418878201,1.187651215,0.202508489,0.040736081,0.453690537,0.659751221,0.964777365
7/18/2012,15:00:00,3.606480899,2.797262499,2.380082988,0.34137326,1.014654018,0.730862286,0.182751564,0.012110727,0.171723988,0.540231072,0.899918382
7/18/2012,15:30:00,1.000841589,2.797262499,3.946331147,0.455810887,0.972996668,1.119132875,0.188925603,0.012110727,0.19504453,0.693216863,0.940455246
7/18/2012,16:00:00,1.380471157,2.709848045,3.992397269,0.331675156,1.279475741,1.210490661,0.204978105,0.040736081,0.354048222,0.568915908,2.180883286
7/18/2012,16:30:00,0.431397237,2.27277578,3.685289787,0.205599804,1.059286892,1.244749831,0.48527949,0.011009751,0.156883643,0.611943162,2.245742269
7/18/2012,17:00:00,1.078493092,2.709848045,3.884909651,0.799123768,0.839098044,1.107713152,0.460583332,0.049543882,0.322247484,0.588039132,0.932347873
7/18/2012,17:30:00,0.552188463,3.103213084,4.422347745,2.263537469,3.171909627,1.358947063,0.743354333,0.060553633,0.744137282,0.506765431,1.029636347
7/18/2012,18:00:00,4.305344422,2.709848045,6.83314148,0.709901211,3.029084428,0.810800348,1.324948836,0.891789871,1.9419651,0.659751221,0.851274145
7/18/2012,18:30:00,4.512415096,2.491311913,3.792777406,0.645893725,2.627388556,1.324687893,1.921361033,1.619534445,1.481914416,0.702778475,0.599945588
7/18/2012,19:00:00,2.959385044,3.015798631,3.716000535,0.721538936,2.82079768,0.742282009,2.888215588,1.468700849,1.231748606,0.90835313,1.289072277
7/18/2012,19:30:00,1.829124283,2.666140819,3.562446794,0.579946618,3.561703399,1.655859866,3.680962235,1.541365209,0.199284628,1.266913577,1.55661558
7/18/2012,20:00:00,2.372684802,3.802528709,3.608512917,0.690505003,2.624413031,0.765121456,2.05595509,1.520446681,0.216245022,4.235794071,1.475541852
7/18/2012,20:30:00,4.037878135,2.229068554,3.608512917,0.620678655,2.469685732,12.63021388,1.923830648,1.490720352,0.122962856,6.085965974,1.970091593
7/18/2012,21:00:00,2.243265631,17.08952558,3.73135591,0.690505003,2.368517883,13.54379174,1.65711215,1.508335955,0.114482659,4.862079651,1.840373628
7/18/2012,21:30:00,2.062078791,39.0305533,3.777422032,0.640074863,2.428028383,13.7721862,1.296548255,1.445580371,0.175964087,5.823021646,2.034950576
7/18/2012,22:00:00,2.165614128,37.7193365,3.639223665,0.651712587,2.481587832,1.849995161,0.743354333,0.586819755,0.031800739,2.610320048,1.686333545
7/18/2012,22:30:00,3.692760346,35.5776824,2.334016865,0.492663682,2.380419983,1.221910384,1.027360141,0.014312677,0.033920788,0.879668295,3.388881835
7/18/2012,23:00:00,8.351850502,39.38021111,1.581603534,0.680806899,2.300080809,1.107713152,0.151881367,0.030827304,0.063601477,0.841421847,1.507971343
7/18/2012,23:30:00,9.378575925,68.13956618,1.535537411,0.545033444,1.707951338,1.553082358,0.197569258,0.018716578,0.016960394,0.817517817,1.280964904
7/19/2012,00:00:00,10.43118518,2.185361327,1.535537411,0.176505492,2.422077333,1.073453982,0.101254245,0.012110727,0.086922019,0.678874445,2.010628457
7/19/2012,00:30:00,8.610688844,2.185361327,2.456859858,0.787486043,1.023580593,0.970676473,0.30623235,0.037433155,0.014840345,0.827079429,0.883703637
7/19/2012,01:00:00,6.539982108,1.879410741,2.180463124,0.14741118,1.231867341,1.062034259,0.203743297,0.012110727,0.059361379,0.650189609,1.248535413
7/19/2012,01:30:00,7.316497134,1.748289062,1.673735778,0.207539425,1.184258942,0.525307268,0.21362176,0.029726329,0.040280935,0.77927137,0.616160334
7/19/2012,02:00:00,5.288930122,1.617167382,1.596958908,0.139652697,1.704975813,0.845059518,0.09261059,0.018716578,0.053001231,0.463738177,0.713448807
7/19/2012,02:30:00,5.314813956,2.1416541,1.673735778,0.126075352,0.883730919,0.536726991,0.185221179,0.012110727,0.074201723,0.497203819,0.664804571
7/19/2012,03:00:00,5.841118585,2.535019139,1.627669656,0.209479046,1.419325415,1.084873706,0.096315013,0.03633218,0.040280935,0.564135102,0.632375079
7/19/2012,03:30:00,8.550293231,2.27277578,1.443405167,0.234694116,1.449080665,0.548146714,0.291414655,0.014312677,0.078441822,0.473299789,0.567516097
7/19/2012,04:00:00,7.954965044,1.486045702,1.56624816,0.259909187,1.142601592,1.233330107,0.129654825,0.012110727,0.014840345,0.57847752,0.413476013
7/19/2012,04:30:00,0.552188463,1.442338476,1.596958908,0.168747009,1.306255466,0.616665054,0.188925603,0.022019503,0.084801969,0.482861401,0.51887186
7/19/2012,05:00:00,1.380471157,33.08637049,1.581603534,0.275426153,0.73495467,1.164811768,0.095080205,0.028625354,0.016960394,0.55457349,0.535086606
7/19/2012,05:30:00,5.565024353,45.14956502,1.658380404,0.205599804,1.151528167,0.822220072,0.17904714,0.012110727,0.13992325,0.588039132,0.535086606
7/19/2012,06:00:00,0.905934197,53.45393806,1.550892785,0.188143217,1.327084141,0.902158134,0.093845397,0.012110727,0.375248715,0.482861401,0.535086606
7/19/2012,06:30:00,2.467592194,61.45236052,1.489471289,0.17068663,1.743657638,1.107713152,0.165464253,0.039635105,0.093282166,0.545011878,0.445905505
7/19/2012,07:00:00,0.897306252,3.758821482,1.428049793,0.224996012,1.690098188,3.30030001,0.159290214,0.012110727,0.044521034,0.473299789,0.46212025
7/19/2012,07:30:00,0.465909016,1.748289062,1.535537411,0.188143217,1.562150614,3.174683054,2.863519431,0.057250708,0.05512128,0.454176565,0.535086606
7/19/2012,08:00:00,2.165614128,2.1416541,1.581603534,0.155169664,1.41634989,2.204006581,2.109051828,0.033029254,0.019080443,0.545011878,1.467434479
7/19/2012,08:30:00,1.216540207,2.840969725,1.673735778,0.228875254,3.475413175,2.729313849,1.543509827,0.011009751,0.078441822,0.439834147,0.997206856
7/19/2012,09:00:00,5.66855969,1.704581835,1.504826663,0.19396208,3.145129902,1.792896545,1.629946377,0.012110727,0.014840345,0.631066385,0.77830779
7/19/2012,09:30:00,0.569444352,1.573460155,1.64302503,0.36464871,0.660566545,1.039194813,2.058424705,0.039635105,0.080561871,0.583258326,0.559408724
7/19/2012,10:00:00,1.251051986,2.840969725,3.485669924,0.356890226,0.63378682,0.799380625,1.959640076,0.012110727,0.014840345,0.229478686,1.516078716
7/19/2012,10:30:00,0.440025181,2.972091405,2.733256592,0.230814875,0.455255322,0.810800348,0.734710678,0.011009751,0.057241329,0.458957371,0.624267707
7/19/2012,11:00:00,1.302819655,2.229068554,4.376281622,0.257969566,2.74938508,0.856479241,0.71618856,0.012110727,0.182324234,1.104366174,1.013421602
7/19/2012,11:30:00,4.063761969,2.054239647,3.439603801,0.308399707,3.764039098,0.879318688,1.569440792,0.040736081,0.108122511,1.448584203,0.57562347
7/19/2012,12:00:00,1.630681555,5.856768356,2.579702851,0.192022459,4.374021719,1.164811768,0.561837577,0.011009751,0.122962856,1.046996503,1.678226172
7/19/2012,12:30:00,2.182870018,24.51975409,3.332116183,0.300641223,5.442235186,1.004935643,0.770520106,0.012110727,0.021200492,1.104366174,0.551301351
7/19/2012,13:00:00,3.097432159,13.41811855,3.316760808,0.715720074,3.115374653,1.004935643,0.442061214,0.03853413,0.159003693,0.75536734,0.559408724
7/19/2012,13:30:00,1.354587323,2.884676952,3.224628564,0.323916673,1.993601736,1.004935643,0.442061214,0.015413652,1.823242343,0.850983459,0.794522536
7/19/2012,14:00:00,5.271674232,2.054239647,3.577802168,0.224996012,2.603584356,1.381786509,0.42724352,0.012110727,1.903804214,4.187986012,2.140346422
7/19/2012,14:30:00,1.009469534,2.884676952,4.176661759,0.31615819,3.716430698,0.719442563,0.507506031,0.016514627,1.685439143,4.259698101,1.03774372
7/19/2012,15:00:00,3.192339551,3.103213084,3.716000535,0.248271462,3.133227803,1.062034259,0.190160411,0.035231205,1.626077764,0.927476354,0.753985672
7/19/2012,15:30:00,10.02567178,2.360190233,5.297604069,0.221116771,5.073270089,3.460176135,0.240787533,0.011009751,1.560356238,0.922695548,0.697234062
7/19/2012,16:00:00,12.66582287,1.923117968,5.128694954,0.137713076,3.710479648,1.244749831,0.214856568,0.012110727,2.351134603,0.98006522,1.775514646
7/19/2012,16:30:00,18.22221928,2.535019139,4.66803373,0.124135731,3.481364225,2.91202942,0.302527926,0.276344763,2.758184056,0.903572324,0.583730842
7/19/2012,17:00:00,16.85900401,2.797262499,4.806232097,0.351071364,3.243322227,1.724378206,0.495157953,0.805913809,2.493177902,0.937037966,0.551301351
7/19/2012,17:30:00,14.01178225,3.802528709,4.652678356,0.300641223,2.267350034,14.28607374,0.412425826,0.264234036,2.44229672,5.603104573,0.705341435
7/19/2012,18:00:00,2.950757099,4.283308201,5.835042163,0.246331841,2.734507455,20.27000871,0.672970285,1.98615917,1.950445297,6.473211256,1.337716514
7/19/2012,18:30:00,2.182870018,25.56872753,3.700645161,0.374346814,4.716207091,19.24223362,0.695196826,2.0246933,1.628197813,1.152174234,1.345823887
7/19/2012,19:00:00,12.9419171,50.30701775,3.73135591,0.770029456,4.481140618,14.67434433,2.763499994,1.427964769,1.481914416,1.161735846,0.697234062
7/19/2012,19:30:00,1.889519897,46.02370955,3.685289787,0.496542924,3.055864153,13.54379174,3.577238375,1.440075495,0.377368764,1.223886323,0.599945588
7/19/2012,20:00:00,2.131102349,45.36810115,3.977041895,0.694384245,5.498770161,15.6906997,2.241176269,1.430166719,0.116602708,1.090023756,0.72155618
7/19/2012,20:30:00,2.027567012,44.01317713,3.838843528,1.206444135,4.442458793,14.12619762,1.385454421,1.448883297,0.182324234,1.257351965,1.418790242
7/19/2012,21:00:00,2.200125907,40.16694119,1.996198635,0.461629749,4.064567121,13.4295945,0.87177435,1.431267694,0.129323003,1.300379218,9.274834497
7/19/2012,21:30:00,4.037878135,39.11796775,1.64302503,0.422837333,4.055640546,13.16694087,0.814973189,0.859861592,0.180204185,5.31147541,1.662011427
7/19/2012,22:00:00,3.261363109,38.41865213,2.533636729,0.399561884,4.311535694,5.298751573,0.739649909,0.051745832,0.118722757,4.536984846,10.19096762
7/19/2012,22:30:00,2.105218515,30.94471639,2.119041628,0.618739034,3.802720923,0.833639795,1.065639185,0.016514627,0.171723988,1.577665963,5.180611227
7/19/2012,23:00:00,13.5199894,2.447604686,1.827289519,0.465508991,4.198465745,1.358947063,0.526028149,0.016514627,0.076321773,1.176078264,2.399782352
7/19/2012,23:30:00,8.222431331,2.185361327,1.842644894,0.188143217,3.127276753,10.58608342,0.208682529,0.03633218,0.044521034,1.142612622,1.053958466
7/20/2012,00:00:00,0.49179285,2.010532421,2.94823183,0.197841321,1.588930339,0.856479241,0.653213359,0.03633218,0.031800739,0.674093639,1.605259817
7/20/2012,00:30:00,8.084384215,2.054239647,1.38198367,0.114437627,1.46395829,0.95925675,0.175342716,0.012110727,0.021200492,0.559354296,0.883703637
7/20/2012,01:00:00,7.497683973,2.097946874,1.335917548,0.14741118,1.687122663,1.073453982,0.09261059,0.03853413,0.08268192,0.635847191,0.810737281
7/20/2012,01:30:00,4.805765217,2.1416541,1.366628296,0.186203596,1.341961765,0.787960902,0.169168677,0.012110727,0.016960394,0.583258326,0.956669992
7/20/2012,02:00:00,6.117212816,2.097946874,1.428049793,0.14547156,2.041210135,0.685183393,0.097549821,0.012110727,0.086922019,0.659751221,4.540128775
7/20/2012,02:30:00,5.953281866,1.748289062,1.504826663,0.114437627,1.240793916,0.913577857,0.171638293,0.039635105,0.02756064,0.645408803,1.078280584
7/20/2012,03:00:00,5.720327358,1.660874609,1.596958908,0.116377248,1.865654162,0.628084777,0.093845397,0.012110727,0.095402216,0.57847752,0.875596264
7/20/2012,03:30:00,9.438971538,1.617167382,1.458760541,0.149350801,1.309230991,1.164811768,0.160525022,0.012110727,0.02756064,0.669312833,0.46212025
7/20/2012,04:00:00,5.99642159,4.239600974,1.489471289,0.182324355,1.704975813,0.6395045,0.100019437,0.018716578,0.091162117,0.635847191,0.486442369
